brand,model,color,price_in_euro,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,mileage_in_km,age
audi,RS4,grey,58486.0,450.0,Automatic,Petrol,9.5,75200.0,7.0
audi,A3,white,35520.0,150.0,Automatic,Diesel,4.92,7503.0,4.0
ford,,white,29990.0,256.0,Automatic,Petrol,15.8,75000.0,13.0
ford,Ka/Ka+,brown,5300.0,69.0,Manual,Petrol,4.9,96235.0,12.0
jeep,Grand Cherokee,white,50890.0,250.0,Automatic,Diesel,7.0,30000.0,6.0
ford,Focus,black,12490.0,140.0,Manual,Petrol,5.0,129500.0,8.0
hyundai,i20,black,10990.0,84.0,Manual,Petrol,5.1,73887.0,9.0
bmw,116,brown,12500.0,109.0,Manual,Petrol,5.3,65500.0,10.0
bmw,M3,red,127990.0,510.0,Automatic,Petrol,12.34,9300.0,3.0
kia,Ceed SW / cee'd SW,silver,18450.0,101.0,Manual,Petrol,5.1,19478.0,5.0
ford,Puma,red,32240.0,125.0,Manual,Petrol,4.5,10.0,3.0
bmw,320,silver,9500.0,163.0,Automatic,Diesel,5.3,157921.0,15.0
bmw,420,orange,26950.0,190.0,Manual,Diesel,4.8,56704.0,8.0
honda,CR-V,blue,37470.0,145.0,Automatic,Hybrid,5.3,5000.0,3.0
land-rover,Rover Defender,white,129800.0,525.0,Automatic,Petrol,12.8,7000.0,3.0
bmw,316,silver,3890.0,116.0,Manual,Petrol,6.9,154000.0,23.0
ford,Tourneo Connect,grey,9890.0,101.0,Manual,Petrol,5.6,138616.0,12.0
ford,Ka/Ka+,red,13500.0,86.0,Manual,Petrol,5.7,51000.0,7.0
audi,A5,red,20990.0,190.0,Manual,Diesel,5.1,113121.0,10.0
audi,RS7,white,87990.0,605.0,Automatic,Petrol,9.5,22200.0,8.0
citroen,,grey,35690.0,136.0,Automatic,Electric,5.9799999999999995,5.0,3.0
bmw,225,grey,19750.0,231.0,Automatic,Petrol,6.7,63000.0,10.0
audi,A3,black,16980.0,150.0,Manual,Diesel,4.4,91950.0,9.0
kia,Sorento,white,33990.0,200.0,Automatic,Diesel,6.2,14302.0,7.0
mazda,MX-5,white,15800.0,131.0,Manual,Petrol,5.9,73500.0,11.0
audi,A1,red,24880.0,116.0,Automatic,Petrol,4.9,34291.0,7.0
ford,Fiesta,blue,13990.0,80.0,Manual,Petrol,4.6,51900.0,10.0
bmw,218,blue,17770.0,136.0,Automatic,Petrol,5.1,32068.0,11.0
hyundai,TUCSON,blue,18900.0,132.0,Manual,Petrol,6.3,76000.0,8.0
kia,Sportage,white,19900.0,136.0,Manual,Diesel,4.8,62346.0,7.0
kia,XCeed,orange,27990.0,160.0,Automatic,Petrol,6.1,10.0,3.0
audi,SQ5,white,55900.0,347.0,Automatic,Diesel,6.8,38650.0,7.0
citroen,C5,black,3900.0,156.0,Automatic,Petrol,7.7,124000.0,16.0
bmw,X5,black,29000.0,258.0,Automatic,Diesel,7.0,169406.0,10.0
ford,Focus,silver,8900.0,125.0,Manual,Petrol,5.1,135070.0,13.0
bmw,330,grey,19999.0,272.0,Automatic,Petrol,9.0,65000.0,17.0
jaguar,XF,black,38999.0,300.0,Automatic,Petrol,4.74,32000.0,6.0
audi,S4,black,34990.0,354.0,Automatic,Petrol,7.5,96000.0,9.0
audi,A3,blue,999.0,101.0,Manual,Petrol,7.4,197000.0,28.0
ford,Galaxy,black,24449.0,209.0,Automatic,Diesel,5.5,72000.0,9.0
audi,A3,black,11280.0,150.0,Manual,Diesel,4.1,173000.0,13.0
ford,Kuga,silver,22790.0,150.0,Manual,Petrol,5.5,39200.0,5.0
ford,Kuga,red,26900.0,175.0,Automatic,Petrol,9.0,28890.0,7.0
audi,A6,grey,13949.0,190.0,Manual,Petrol,8.2,85720.0,15.0
ford,EcoSport,silver,21980.0,140.0,Manual,Petrol,5.0,10.0,5.0
bmw,M5,grey,31880.0,381.0,Automatic,Diesel,6.2,80000.0,10.0
audi,A3,blue,15000.0,179.0,Automatic,Petrol,5.9,195000.0,12.0
audi,A6,blue,14890.0,245.0,Automatic,Diesel,5.9,225000.0,14.0
fiat,Fiorino,silver,19850.0,95.0,Manual,Diesel,5.0,9.0,4.0
citroen,Grand C4 Picasso,grey,11980.0,116.0,Manual,Diesel,4.0,132000.0,13.0
ford,Puma,white,26800.0,125.0,Automatic,Petrol,5.9,500.0,5.0
audi,TT,white,31980.0,245.0,Automatic,Petrol,6.5,77818.0,7.0
ford,Puma,blue,22890.0,155.0,Manual,Petrol,4.4,43000.0,5.0
audi,A3,blue,15990.0,116.0,Manual,Petrol,4.8,88800.0,10.0
fiat,Ducato,white,13400.0,101.0,Manual,Diesel,7.3,66460.0,15.0
fiat,500C,black,13290.0,69.0,Manual,Petrol,5.0,33846.0,8.0
ford,S-Max,silver,6800.0,140.0,Manual,Diesel,5.6,290000.0,14.0
audi,A4,grey,5900.0,143.0,Manual,Diesel,5.4,203276.0,17.0
ford,Fiesta,silver,7200.0,60.0,Manual,Petrol,5.2,60000.0,9.0
alfa-romeo,Romeo Spider,black,15985.0,185.0,Manual,Petrol,9.4,96933.0,19.0
bmw,550,silver,39980.0,400.0,Automatic,Diesel,5.9,130000.0,8.0
ford,Tourneo Custom,silver,55990.0,170.0,Automatic,Diesel,8.8,990.0,3.0
audi,A5,grey,19790.0,150.0,Manual,Diesel,5.4,110883.0,10.0
kia,Sportage,white,23479.0,177.0,Automatic,Petrol,7.5,67555.0,8.0
jaguar,F-Pace,grey,29000.0,241.0,Automatic,Diesel,6.5,53590.0,8.0
audi,Q3,grey,19980.0,150.0,Manual,Petrol,5.8,40937.0,10.0
ford,Kuga,grey,14000.0,150.0,Manual,Petrol,6.2,96000.0,10.0
audi,Q5,white,37760.0,190.0,Automatic,Diesel,5.6,90985.0,7.0
ford,Fiesta,silver,6250.0,82.0,Manual,Petrol,5.7,48100.0,17.0
bmw,118,white,8500.0,143.0,Manual,Diesel,4.1,183118.0,13.0
bmw,420,blue,34550.0,184.0,Automatic,Petrol,6.2,28855.0,9.0
ford,Focus,white,45000.0,101.0,Manual,Petrol,4.7,40260.0,7.0
ford,EcoSport,blue,14900.0,125.0,Manual,Petrol,5.3,47350.0,7.0
citroen,C1,white,7190.0,68.0,Manual,Petrol,4.3,83000.0,12.0
bmw,X3,black,41749.0,252.0,Automatic,Petrol,7.3,64750.0,7.0
ford,EcoSport,red,22990.0,125.0,Automatic,Petrol,5.0,43110.0,6.0
daihatsu,Sirion,red,3400.0,69.0,Manual,Petrol,5.0,96900.0,18.0
dacia,Dokker,white,16990.0,131.0,Manual,Petrol,6.2,42800.0,6.0
jeep,Renegade,red,24900.0,179.0,Automatic,Petrol,8.0,40200.0,6.0
ford,Focus,grey,16900.0,145.0,Automatic,Electric,4.6,25000.0,13.0
ford,Focus,white,20490.0,125.0,Manual,Petrol,6.3,173000.0,14.0
alfa-romeo,Romeo 166,black,8900.0,150.0,Manual,Petrol,9.7,158000.0,24.0
hyundai,Getz,blue,2000.0,63.0,Manual,Petrol,5.6,150000.0,21.0
dodge,RAM,white,92850.0,401.0,Automatic,LPG,14.7,250.0,3.0
hyundai,KONA,red,22371.0,120.0,Manual,Petrol,5.1,10.0,5.0
citroen,C3 Picasso,grey,2350.0,95.0,Manual,Petrol,6.9,207500.0,17.0
land-rover,Rover Discovery Sport,grey,40450.0,200.0,Automatic,Petrol,7.8,32292.0,7.0
kia,Ceed SW / cee'd SW,grey,14495.0,120.0,Manual,Petrol,5.2,72000.0,10.0
ford,Tourneo Connect,black,12700.0,150.0,Automatic,Petrol,8.0,176000.0,12.0
bmw,X1,white,15500.0,184.0,Automatic,Diesel,5.4,134000.0,14.0
dacia,Duster,black,22090.0,116.0,Manual,Diesel,4.8,14999.0,3.0
ford,Fiesta,grey,26650.0,125.0,Automatic,Petrol,4.0,10.0,3.0
audi,SQ5,white,32750.0,326.0,Automatic,Diesel,6.6,109000.0,10.0
bmw,520,black,21850.0,190.0,Automatic,Diesel,4.3,172000.0,9.0
audi,A3,grey,17990.0,150.0,Manual,Diesel,4.7,112000.0,11.0
audi,A4,white,26980.0,231.0,Automatic,Diesel,5.5,115064.0,7.0
kia,XCeed,silver,32890.0,204.0,Automatic,Petrol,6.5,10000.0,4.0
kia,Picanto,white,11990.0,67.0,Manual,Petrol,4.6,69850.0,7.0
audi,A3,silver,16900.0,125.0,Automatic,Petrol,4.9,63000.0,10.0
land-rover,Rover Range Rover Evoque,black,27970.0,150.0,Automatic,Diesel,6.2,95000.0,8.0
bmw,X1,black,9900.0,184.0,Automatic,Diesel,5.5,238000.0,11.0
alfa-romeo,Romeo Stelvio,black,54790.0,280.0,Automatic,Petrol,7.3,10.0,4.0
audi,Q3,silver,35440.0,150.0,Automatic,Diesel,5.9,30724.0,5.0
hyundai,i10,black,6300.0,67.0,Manual,Petrol,4.7,106000.0,12.0
bmw,520,blue,39948.0,190.0,Automatic,Diesel,5.3,53000.0,6.0
ford,Ranger,grey,25900.0,200.0,Automatic,Diesel,8.8,105000.0,9.0
mazda,CX-5,blue,17990.0,165.0,Manual,Petrol,6.0,95144.0,10.0
hyundai,TUCSON,silver,46990.0,179.0,Automatic,Hybrid,7.24,20.0,3.0
bmw,220,white,20490.0,184.0,Automatic,Petrol,5.7,94000.0,10.0
honda,Civic,violet,19469.0,182.0,Manual,Petrol,5.8,60700.0,9.0
alfa-romeo,Romeo Tonale,grey,56900.0,280.0,Automatic,Hybrid,1.3,100.0,4.0
maserati,Levante,black,89900.0,330.0,Automatic,Petrol,10.7,30.0,3.0
audi,A8,black,29700.0,351.0,Automatic,Diesel,7.4,220000.0,15.0
ford,Focus,grey,599.0,101.0,Manual,Petrol,6.8,147000.0,24.0
audi,Q5,black,16990.0,224.0,Automatic,Petrol,7.6,145149.0,13.0
jeep,Renegade,black,25990.0,120.0,Manual,Petrol,6.1,99.0,3.0
audi,SQ5,black,50790.0,354.0,Automatic,Petrol,6.459999999999999,49290.0,7.0
fiat,Punto,black,5900.0,60.0,Manual,Petrol,5.7,52000.0,15.0
audi,A3,white,19950.0,150.0,Automatic,Hybrid,6.760000000000001,104440.0,11.0
land-rover,Rover Range Rover,black,239390.0,530.0,Automatic,Petrol,11.7,10.0,3.0
dacia,Duster,grey,30950.0,114.0,Manual,Diesel,6.2,8.0,3.0
bmw,120,grey,15980.0,190.0,Automatic,Diesel,4.7,124950.0,11.0
hyundai,TUCSON,bronze,36980.0,265.0,Automatic,Hybrid,1.4,500.0,4.0
bmw,530,grey,30333.0,252.0,Automatic,Petrol,7.1,93800.0,9.0
ford,Fiesta,silver,12990.0,101.0,Manual,Petrol,5.3,62536.0,8.0
land-rover,Rover Discovery Sport,white,25650.0,179.0,Automatic,Diesel,6.5,124000.0,10.0
jaguar,XE,black,25450.0,179.0,Automatic,Diesel,4.9,42200.0,7.0
ford,Mustang,black,24990.0,309.0,Automatic,Petrol,6.180000000000001,35288.0,12.0
ford,Focus,red,18100.0,150.0,Manual,Petrol,5.6,53800.0,9.0
bmw,Z4 M,blue,50500.0,340.0,Automatic,Petrol,7.1,16840.0,6.0
audi,Q5,white,31999.0,190.0,Automatic,Diesel,5.7,62500.0,8.0
fiat,500X,silver,18900.0,120.0,Manual,Petrol,6.0,6020.0,5.0
bmw,118,silver,8399.0,143.0,Manual,Petrol,6.1,116000.0,16.0
bmw,325,blue,7500.0,192.0,Automatic,Petrol,9.6,285000.0,25.0
audi,A3,black,11950.0,122.0,Manual,Petrol,5.3,136725.0,13.0
land-rover,Rover Range Rover,black,53300.0,258.0,Automatic,Diesel,8.4,100418.0,11.0
ford,Transit Custom,white,16150.0,101.0,Manual,Diesel,6.4,210500.0,11.0
dacia,Duster,black,22850.0,116.0,Manual,Diesel,5.1,23850.0,4.0
fiat,Tipo,grey,18150.0,120.0,Manual,Petrol,7.1,46900.0,6.0
mazda,CX-5,grey,17710.0,175.0,Automatic,Diesel,5.5,86360.0,11.0
audi,TT,red,34800.0,230.0,Automatic,Petrol,6.6,83000.0,9.0
audi,TT,grey,34990.0,230.0,Automatic,Petrol,6.3,23959.0,9.0
bmw,435,grey,32999.0,313.0,Automatic,Diesel,5.7,75000.0,10.0
lamborghini,Aventador,white,259700.0,700.0,Manual,Petrol,17.2,40752.0,14.0
audi,A4,silver,5499.0,131.0,Automatic,Petrol,8.1,139137.0,24.0
ford,Kuga,black,43490.0,224.0,Automatic,Hybrid,1.4,5000.0,4.0
jaguar,E-Pace,silver,70063.0,204.0,Automatic,Diesel,5.3,11000.0,3.0
mazda,CX-5,red,23999.0,150.0,Automatic,Diesel,5.5,71600.0,7.0
fiat,Tipo,red,23870.0,101.0,Manual,Petrol,5.8,49.0,4.0
jeep,Grand Cherokee,black,52900.0,468.0,Automatic,Petrol,14.6,50800.0,7.0
audi,A5,silver,19800.0,177.0,Manual,Petrol,5.9,119700.0,10.0
audi,A6,blue,31800.0,320.0,Automatic,Diesel,6.2,122900.0,8.0
bmw,330,black,15750.0,272.0,Automatic,Petrol,9.4,150000.0,17.0
mazda,6,blue,8900.0,155.0,Manual,Petrol,7.0,133428.0,15.0
citroen,C5 Aircross,black,21500.0,131.0,Manual,Petrol,5.2,51704.0,6.0
dacia,Duster,black,13777.0,114.0,Manual,LPG,6.8,77995.0,7.0
alfa-romeo,Romeo Tonale,grey,50740.0,280.0,Automatic,Hybrid,15.319999999999999,10.0,3.0
audi,A2,yellow,4450.0,75.0,Manual,Diesel,4.3,321000.0,22.0
hyundai,KONA,blue,18480.0,120.0,Manual,Hybrid,5.24,31198.0,4.0
citroen,C3,white,12980.0,82.0,Manual,Petrol,5.14,29000.0,8.0
audi,Q5,black,19980.0,177.0,Automatic,Diesel,6.1,175641.0,13.0
jeep,Grand Cherokee,black,27900.0,250.0,Automatic,Diesel,7.5,156000.0,8.0
bmw,216,blue,10500.0,116.0,Manual,Diesel,3.9,209822.0,9.0
audi,A3,silver,21990.0,150.0,Automatic,Diesel,4.6,52850.0,7.0
ford,Transit Custom,white,32700.0,131.0,Manual,Diesel,6.36,39300.0,7.0
hyundai,i10,black,9999.0,67.0,Automatic,Petrol,5.8,84400.0,10.0
land-rover,Rover Range Rover Sport,black,27850.0,306.0,Automatic,Diesel,7.0,200000.0,11.0
kia,Rio,grey,14990.0,99.0,Manual,Petrol,5.0,28903.0,9.0
ford,Fiesta,red,5800.0,82.0,Manual,Petrol,5.7,183533.0,17.0
audi,A6,white,33876.0,204.0,Automatic,Diesel,4.9,85830.0,6.0
dacia,Duster,orange,15990.0,101.0,Manual,Petrol,5.5,39852.0,6.0
alfa-romeo,Romeo Tonale,blue,34949.0,131.0,Manual,Diesel,5.6,10.0,3.0
bmw,520,grey,35990.0,184.0,Automatic,Petrol,5.6,27900.0,8.0
audi,A1,red,64950.0,110.0,Manual,Petrol,4.8,8199.0,5.0
kia,Rio,black,7490.0,84.0,Manual,Petrol,6.3,144000.0,11.0
kia,Picanto,red,36999.0,84.0,Automatic,Petrol,5.1,11.0,3.0
ford,Fiesta,red,16750.0,101.0,Automatic,Petrol,6.0,18400.0,7.0
bmw,118,blue,6200.0,143.0,Automatic,Petrol,6.6,190000.0,18.0
bmw,X2,white,29990.0,306.0,Automatic,Petrol,6.9,159000.0,7.0
ford,Kuga,red,46190.0,190.0,Automatic,Diesel,5.8,1500.0,3.0
fiat,500,red,14995.0,69.0,Manual,Petrol,4.9,18510.0,9.0
dacia,Sandero,grey,14470.0,101.0,Manual,Petrol,5.1,12261.0,6.0
ford,Puma,silver,22990.0,125.0,Manual,Petrol,6.0,0.0,3.0
bmw,645,silver,14890.0,333.0,Automatic,Petrol,11.5,198450.0,21.0
bmw,120,black,11990.0,170.0,Manual,Petrol,5.459999999999999,115400.0,17.0
audi,A4,silver,24999.0,190.0,Automatic,Diesel,5.1,123000.0,7.0
audi,A4,white,63440.0,265.0,Automatic,Petrol,7.0,3000.0,3.0
dacia,Sandero,blue,17990.0,91.0,Automatic,Petrol,5.0,30.0,3.0
ford,Mondeo,silver,4650.0,116.0,Manual,Diesel,6.0,287000.0,18.0
chevrolet,Camaro,black,42900.0,275.0,Automatic,Petrol,8.1,20800.0,8.0
audi,A6,silver,2175.0,170.0,Automatic,Petrol,9.7,269000.0,23.0
hyundai,SANTA FE,brown,16860.0,197.0,Manual,Diesel,6.1,85637.0,12.0
land-rover,Rover Range Rover Evoque,black,34950.0,179.0,Automatic,Diesel,6.9,77358.0,6.0
hyundai,SANTA FE,black,15500.0,197.0,Automatic,Diesel,7.2,103500.0,14.0
bmw,120,black,22900.0,184.0,Manual,Diesel,4.5,226230.0,13.0
bmw,M4,blue,38000.0,431.0,Automatic,Petrol,8.3,68000.0,12.0
audi,RS5,black,56500.0,450.0,Automatic,Petrol,8.7,69500.0,8.0
jaguar,E-Pace,brown,49901.0,204.0,Automatic,Diesel,5.3,24499.0,5.0
audi,Q2,red,23890.0,150.0,Automatic,Petrol,5.5,54326.0,8.0
hyundai,i30,grey,5250.0,109.0,Manual,Petrol,6.1,100000.0,15.0
ford,Fiesta,grey,1799.0,60.0,Manual,Petrol,6.2,207000.0,22.0
audi,A6 allroad,green,52790.0,286.0,Automatic,Diesel,7.5,48600.0,6.0
audi,A3,silver,30950.0,150.0,Automatic,Petrol,5.2,10.0,3.0
audi,A3,black,4490.0,125.0,Manual,Petrol,5.8,284000.0,14.0
hyundai,IONIQ,blue,22400.0,141.0,Automatic,Hybrid,6.5200000000000005,54202.0,7.0
fiat,Punto Evo,white,4200.0,69.0,Manual,Petrol,5.2,109000.0,15.0
alfa-romeo,Romeo Tonale,black,33799.0,131.0,Automatic,Hybrid,5.9,5.0,3.0
bmw,320,grey,17900.0,190.0,Automatic,Diesel,4.5,155000.0,8.0
ford,Transit Custom,white,27990.0,131.0,Manual,Diesel,6.4,68000.0,10.0
hyundai,KONA,red,22990.0,177.0,Automatic,Petrol,6.3,18148.0,8.0
bmw,523,blue,7900.0,170.0,Automatic,Petrol,8.08,213809.0,26.0
bmw,116,black,8490.0,136.0,Manual,Petrol,5.5,93155.0,14.0
ford,Tourneo,silver,6798.0,110.0,Manual,Diesel,6.0,213000.0,18.0
audi,A6,silver,48980.0,265.0,Automatic,Petrol,7.0,35606.0,5.0
land-rover,Rover Range Rover Sport,black,65995.0,249.0,Automatic,Diesel,7.5,81600.0,7.0
alfa-romeo,Romeo Stelvio,red,65000.0,510.0,Automatic,Petrol,9.8,14177.0,6.0
bmw,X3,grey,43990.0,286.0,Automatic,Diesel,5.2,72200.0,5.0
audi,Q7,black,36200.0,218.0,Automatic,Diesel,6.2,141900.0,9.0
citroen,Grand C4 Picasso,grey,26500.0,163.0,Automatic,Diesel,4.7,16600.0,8.0
bmw,320,silver,15900.0,184.0,Automatic,Diesel,5.1,234270.0,12.0
hyundai,TUCSON,black,19990.0,132.0,Manual,Petrol,6.3,39990.0,9.0
audi,RS4,grey,26999.0,420.0,Manual,Petrol,13.6,227000.0,19.0
audi,Q7,grey,12350.0,232.0,Automatic,Diesel,10.5,250000.0,20.0
bmw,430,silver,17999.0,252.0,Automatic,Petrol,6.2,77000.0,9.0
bmw,320,blue,5500.0,150.0,Manual,Petrol,7.4,147000.0,21.0
bentley,Continental,black,334680.0,659.0,Automatic,Petrol,13.8,1923.0,3.0
hyundai,KONA,blue,30990.0,204.0,Automatic,Electric,6.859999999999999,21260.0,5.0
fiat,Doblo,grey,25229.0,120.0,Manual,Diesel,5.9,60.0,4.0
alfa-romeo,Romeo Giulia,blue,79850.0,510.0,Automatic,Petrol,9.0,5.0,3.0
land-rover,Rover Range Rover,grey,87995.0,525.0,Automatic,Petrol,12.7,91897.0,7.0
bmw,X6,black,34999.0,306.0,Automatic,Petrol,8.5,152296.0,12.0
jeep,Renegade,grey,21900.0,120.0,Manual,Petrol,6.1,34550.0,8.0
hyundai,KONA,red,22980.0,177.0,Automatic,Petrol,6.7,65737.0,8.0
ford,Tourneo Courier,grey,15495.0,101.0,Manual,Petrol,5.3,55000.0,10.0
bmw,X6 M,white,47990.0,575.0,Automatic,Petrol,11.1,146208.0,9.0
alfa-romeo,Romeo Giulia,grey,77875.0,510.0,Automatic,Petrol,10.3,100.0,3.0
audi,A4,grey,16490.0,120.0,Manual,Petrol,7.1,242956.0,16.0
land-rover,Rover Range Rover Velar,black,78850.0,300.0,Automatic,Hybrid,9.82,25000.0,4.0
jeep,Compass,black,44490.0,181.0,Automatic,Hybrid,1.9,20.0,3.0
jeep,Renegade,white,27190.0,120.0,Manual,Petrol,6.5,99.0,3.0
isuzu,D-Max,grey,25999.0,163.0,Automatic,Diesel,7.06,90000.0,9.0
ford,Focus,black,2400.0,101.0,Manual,Petrol,6.4,171850.0,21.0
audi,S4,blue,52880.0,347.0,Automatic,Diesel,6.2,55900.0,6.0
audi,A3,black,4990.0,140.0,Manual,Diesel,5.7,300000.0,19.0
ford,Focus,white,26900.0,182.0,Automatic,Petrol,5.5,32600.0,6.0
bmw,318,brown,21700.0,150.0,Automatic,Diesel,4.1,99480.0,8.0
audi,SQ7,blue,71800.0,519.0,Automatic,Diesel,7.6,86100.0,10.0
kia,Niro,black,44495.0,204.0,Automatic,Electric,5.06,100.0,4.0
bmw,530,blue,19980.0,258.0,Automatic,Diesel,5.4,173500.0,11.0
kia,Sportage,white,43890.0,265.0,Automatic,Hybrid,1.1,50.0,3.0
ford,Fusion,silver,4400.0,80.0,Automatic,Petrol,6.2,64000.0,16.0
ford,Kuga,white,14995.0,150.0,Manual,Petrol,6.6,82200.0,13.0
dacia,Dokker,grey,17950.0,95.0,Manual,Diesel,4.3,58500.0,6.0
audi,S1,white,20799.0,231.0,Manual,Petrol,7.1,98500.0,11.0
aston-martin,Martin DB9,black,126941.0,518.0,Automatic,Petrol,14.3,28000.0,11.0
hyundai,TUCSON,grey,18990.0,132.0,Manual,Petrol,7.2,72500.0,7.0
audi,A4,silver,6000.0,143.0,Manual,Diesel,5.7,273000.0,17.0
bmw,320,black,3500.0,163.0,Manual,Diesel,5.9,333333.0,19.0
jeep,Renegade,black,24800.0,120.0,Manual,Petrol,6.8,500.0,6.0
hyundai,i20,silver,19880.0,101.0,Manual,Petrol,5.6,25170.0,4.0
hyundai,KONA,black,25990.0,120.0,Manual,Petrol,5.2,104182.0,8.0
dacia,Sandero,black,8590.0,90.0,Manual,Petrol,4.9,59450.0,11.0
audi,A3,white,14900.0,150.0,Automatic,Diesel,4.6,254000.0,8.0
audi,A3,red,21490.0,150.0,Automatic,Diesel,4.6,63900.0,7.0
jaguar,XE,grey,51899.0,204.0,Automatic,Diesel,4.6,19000.0,4.0
ford,Fiesta,blue,6800.0,101.0,Manual,Petrol,4.5,153046.0,12.0
dacia,Duster,blue,18900.0,150.0,Manual,Petrol,6.4,53000.0,7.0
ford,Focus,silver,18489.0,150.0,Manual,Petrol,5.4799999999999995,41100.0,7.0
land-rover,Rover Range Rover Evoque,white,32699.0,150.0,Manual,Diesel,4.8,62101.0,6.0
ferrari,488,black,749900.0,721.0,Semi-automatic,Petrol,12.8,1500.0,6.0
maserati,Ghibli,grey,56637.0,430.0,Automatic,Petrol,9.7,38294.0,7.0
audi,A6,black,16800.0,204.0,Automatic,Diesel,5.8,187500.0,12.0
audi,A1,blue,11000.0,86.0,Manual,Petrol,5.1,90000.0,14.0
hyundai,TUCSON,white,24500.0,177.0,Manual,Petrol,7.2,42000.0,6.0
bmw,530,blue,32999.0,252.0,Automatic,Hybrid,1.8,60000.0,6.0
ford,EcoSport,grey,32588.0,125.0,Manual,Petrol,7.280000000000001,32650.0,7.0
ford,Focus,blue,1990.0,101.0,Manual,Diesel,5.3,231000.0,22.0
fiat,Panda,blue,4000.0,69.0,Manual,Petrol,4.9,80000.0,15.0
kia,Niro,white,21290.0,141.0,Automatic,Hybrid,1.3,27700.0,9.0
bmw,320,black,22500.0,170.0,Manual,Petrol,6.6,158000.0,18.0
ford,Fiesta,blue,11250.0,101.0,Manual,Petrol,4.5,16878.0,11.0
dacia,Sandero,blue,3000.0,75.0,Manual,Petrol,5.9,102000.0,16.0
bmw,i3,white,26990.0,170.0,Automatic,Electric,4.24,17288.0,6.0
audi,TT,black,26980.0,179.0,Manual,Petrol,6.1,44067.0,9.0
land-rover,Rover Range Rover Evoque,black,33880.0,150.0,Automatic,Diesel,4.8,45100.0,8.0
audi,A1,yellow,19950.0,116.0,Manual,Petrol,5.4,33000.0,6.0
alfa-romeo,Romeo Stelvio,grey,55990.0,209.0,Automatic,Diesel,6.3,50.0,4.0
audi,Q5,black,10990.0,239.0,Automatic,Diesel,7.5,180269.0,17.0
bmw,530,white,21890.0,258.0,Automatic,Diesel,5.5,199999.0,11.0
land-rover,Rover Defender,black,84900.0,249.0,Automatic,Diesel,7.5,25600.0,4.0
audi,A4,blue,1999.0,131.0,Manual,Petrol,8.2,367000.0,24.0
alfa-romeo,Romeo Tonale,white,46990.0,160.0,Automatic,Hybrid,5.7,50.0,3.0
bmw,435,black,15900.0,313.0,Automatic,Diesel,5.6,130027.0,10.0
bmw,X5 M,white,39990.0,381.0,Automatic,Diesel,7.8,100000.0,11.0
fiat,500,red,12900.0,69.0,Manual,Petrol,4.1,19700.0,6.0
audi,Q3,white,44990.0,150.0,Automatic,Petrol,6.5,500.0,3.0
ford,Courier,white,16490.0,101.0,Manual,Petrol,5.6,25000.0,5.0
bmw,116,black,4990.0,116.0,Manual,Petrol,7.5,150000.0,21.0
ford,Focus,red,12450.0,150.0,Manual,Petrol,5.5,109689.0,10.0
audi,Q3,blue,24590.0,179.0,Automatic,Petrol,6.0,87288.0,8.0
ford,Fiesta,white,3750.0,60.0,Manual,Petrol,5.5,111000.0,15.0
dacia,Duster,grey,19850.0,131.0,Manual,Petrol,5.319999999999999,15033.0,4.0
bmw,320,black,14990.0,184.0,Automatic,Diesel,4.7,180572.0,13.0
alfa-romeo,Romeo MiTo,grey,13680.0,170.0,Automatic,Petrol,5.4,9020.0,9.0
bmw,X4,silver,31990.0,190.0,Automatic,Diesel,5.2,96600.0,9.0
audi,Q3,silver,36446.0,150.0,Manual,Petrol,5.4799999999999995,17171.0,4.0
bmw,320,black,18750.0,163.0,Manual,Diesel,4.1,120650.0,7.0
audi,R8,white,127599.0,610.0,Automatic,Petrol,13.4,68000.0,10.0
bmw,X2,silver,26490.0,150.0,Manual,Diesel,4.3,34846.0,6.0
ford,Focus,white,11990.0,95.0,Manual,Diesel,3.6,96500.0,8.0
bmw,220,grey,40990.0,170.0,Automatic,Hybrid,19.0,1711.0,3.0
audi,A6 allroad,silver,13900.0,239.0,Automatic,Diesel,7.5,222000.0,16.0
hyundai,BAYON,silver,18490.0,84.0,Manual,Petrol,5.6,50.0,4.0
bmw,M8,blue,109901.0,625.0,Automatic,Petrol,10.7,59383.0,6.0
ford,Mondeo,black,19300.0,209.0,Automatic,Diesel,4.8,99600.0,10.0
kia,Ceed / cee'd,black,15590.0,204.0,Manual,Petrol,7.4,120000.0,10.0
alfa-romeo,Romeo Giulia,white,25990.0,200.0,Automatic,Petrol,7.1,55300.0,7.0
bmw,X4,blue,53590.0,286.0,Automatic,Diesel,5.6,64600.0,5.0
hyundai,i30,black,14850.0,120.0,Manual,Petrol,5.540000000000001,31078.0,9.0
bmw,750,black,37900.0,449.0,Automatic,Petrol,8.1,97465.0,10.0
ford,Fiesta,blue,12790.0,125.0,Manual,Petrol,4.3,96416.0,8.0
ford,Transit Custom,red,16184.0,131.0,Manual,Diesel,6.0,95000.0,9.0
audi,Q2,orange,31789.0,150.0,Automatic,Petrol,7.1,55923.0,7.0
bmw,X1,grey,17499.0,184.0,Automatic,Diesel,5.5,135000.0,11.0
audi,A4,grey,37000.0,252.0,Automatic,Petrol,6.5,60000.0,9.0
land-rover,Rover Range Rover,grey,81999.0,525.0,Automatic,Petrol,12.5,83000.0,7.0
