Unnamed: 0,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
91997,kia,Kia Niro,green,12/2022,2022,41490,77,105,Automatic,Hybrid,,65 km Reichweite,100.0,PHEV Spirit *TECHNOLOGIEPAKET*RELAX PAKET* 18 ZOLL
52841,fiat,Fiat Panda,black,08/2009,2009,2850,40,54,Manual,Petrol,"5,7 l/100 km",- (g/km),114609.0,1.1 Active
19200,audi,Audi A4,black,06/2020,2020,29890,120,163,Automatic,Diesel,"5,2 l/100 km",137 g/km,64500.0,Avant 35 TDI S tronic advanced LED NAVI ACC
99569,mazda,Mazda 6,blue,01/2019,2019,27890,135,184,Automatic,Diesel,"5,4 l/100 km",142 g/km,66500.0,2.2 Sports-Line AWD Automatik Schiebedach Leder
2173,audi,Audi A4,grey,07/2003,2003,4800,120,163,Manual,Petrol,"8,7 l/100 km",208 g/km,216000.0,2
39928,bmw,BMW 118,white,12/2019,2019,25890,103,140,Manual,Petrol,"5,7 l/100 km",129 g/km,21500.0,i M SPORT LC PLUS LED WLAN PDC GRA M Sport
369,alfa-romeo,Alfa Romeo MiTo,white,07/2010,2010,3990,88,120,Manual,Diesel,"4,6 l/100 km",122 g/km,207000.0,1.6 JTDM Turismo TÜV/Zahnriemen/Service NEU
80847,hyundai,Hyundai i10,red,01/2019,2019,12490,64,87,Manual,Petrol,"4,9 l/100 km",114 g/km,31236.0,1.2 Passion+ *LED*Navi*Alu*PDC*DAB*
18200,audi,Audi A6,white,10/2019,2019,29880,120,163,Automatic,Diesel,"4,5 l/100 km",117 g/km,89800.0,Avant 35 TDI sport LED*NAVI*AHK*SITZHZG*KAMER
17339,audi,Audi A5,red,06/2019,2019,29999,140,190,Automatic,Diesel,"4,5 l/100 km",119 g/km,89036.0,Sportback 40 TDI sport S-Tronic LED Lane ACC
87105,jeep,Jeep Compass,black,04/2022,2022,37990,177,241,Automatic,Hybrid,2 l/100 km,44 g/km,50.0,1.3 S PHEV 4WD EU6d +Leder/Navi/Keyless/e-Sitze/Fe
4004,audi,Audi A4,silver,11/2008,2008,3950,125,170,Manual,Diesel,"6,2 l/100 km",164 g/km,247258.0,2.0 TDI Avant Quattro *2.Hand*Leder*Klimaaut*
50810,dacia,Dacia Jogger,silver,01/2023,2023,19950,67,91,Manual,LPG,6 l/100 km,136 g/km,10.0,"1,0 TCe LPG Comfort DAB LED PDC NEBEL TEMPOMAT"
36543,bmw,BMW X4,black,08/2017,2017,25350,190,258,Automatic,Diesel,"5,9 l/100 km",- (g/km),94000.0,X4 xDrive30d Aut. xLine Nav-Prof/ Head-up/ Kamera
37017,bmw,BMW X5,white,06/2017,2017,60000,330,449,Automatic,Petrol,"9,6 l/100 km",- (g/km),118000.0,X5 xDrive50i Sport-Packet
9608,audi,Audi A5,white,06/2014,2014,18500,125,170,Manual,Petrol,"5,8 l/100 km",- (g/km),105000.0,1.8 TFSI Sportback
95884,land-rover,Land Rover Range Rover Velar,grey,06/2020,2020,87900,405,551,Automatic,Petrol,"11,8 l/100 km",270 g/km,69744.0,5.0 SVAutobiography Dynamic
71205,ford,Ford Focus,grey,12/2020,2020,19000,92,125,Manual,Petrol,"4,9 l/100 km",- (g/km),28000.0,1.0 ecoboost ST-Line business. Garantie!
49428,dacia,Dacia Duster,black,12/2019,2019,17550,96,131,Manual,Petrol,"5,9 l/100 km",134 g/km,56575.0,"TCe130*Navi,PDC,360°Kamera"
20870,audi,Audi RS5,grey,03/2022,2022,86420,331,450,Automatic,Petrol,"9,6 l/100 km",217 g/km,12280.0,RS5 Sportback HUD Sportabgas RS-Dynamik Virtual
20277,audi,Audi A4,silver,03/2021,2021,67490,110,150,Automatic,Petrol,6 l/100 km,136 g/km,30442.0,"35 TFSI Advanced, LED, Kamera, Navi, Le"
72128,ford,Ford Transit Custom,white,11/2020,2020,27900,96,131,Manual,Diesel,"6,5 l/100 km",169 g/km,58681.0,2.0 TDCi 300 L2*SHZ*Temp*PDC*
65148,ford,Ford Transit,blue,06/2017,2017,37990,96,131,Manual,Diesel,,0 g/km,65000.0,"350 Kasten,4x4,L2,H2,Klima,AHK,PDC"
2683,audi,Audi A8,black,10/2005,2005,11500,240,326,Automatic,Diesel,"9,4 l/100 km",- (g/km),310000.0,4.2 TDI DPF quattro
95906,land-rover,Land Rover Discovery Sport,grey,02/2020,2020,55690,183,249,Automatic,Petrol,"7,9 l/100 km",179 g/km,26500.0,P250 R-Dynamic HSE
2945,audi,Audi Q7,grey,06/2006,2006,7250,171,232,Automatic,Diesel,"10,5 l/100 km",282 g/km,295000.0,Avant 1.8 T
40166,bmw,BMW 320,blue,04/2020,2020,32890,135,184,Automatic,Petrol,"6,1 l/100 km",138 g/km,12659.0,"i TOURING SPORT LINE LED GRA WLAN SHZ ALU 17"""
73534,ford,Ford Tourneo Custom,silver,06/2021,2021,28880,96,131,Manual,Diesel,"6,3 l/100 km",164 g/km,50820.0,Titanium 320 L2 / BLIS / Navi
38499,bmw,BMW 118,white,01/2018,2018,17990,100,136,Manual,Petrol,"5,3 l/100 km",0 g/km,55826.0,118i Advantage AAC Sitzheizung Einparkhilfe
21906,audi,Audi Q2,blue,05/2023,2023,45150,110,150,Automatic,Diesel,"5,3 l/100 km",140 g/km,5500.0,S line 35 TDI quattro 110(150) kW(PS) S tron
9819,audi,Audi A3,blue,02/2015,2015,16900,110,150,Manual,Diesel,"4,1 l/100 km",108 g/km,94562.0,2.0 TDI Sportback (clean diesel) Ambition
70769,ford,Ford Focus,orange,09/2019,2019,19999,92,125,Manual,Petrol,"4,8 l/100 km",108 g/km,43569.0,Turnier Cool & Connect*LED*NAVI*
39168,bmw,BMW 420,grey,08/2019,2019,33930,135,184,Automatic,Petrol,"6,3 l/100 km",143 g/km,24530.0,i Cabrio Komfortzugang/PDC Navi Klima
97564,maserati,Maserati Levante,grey,07/2020,2020,59900,427,581,Automatic,Petrol,"13,3 l/100 km",302 g/km,38805.0,Trofeo Q4 3.8 V8 Launch Edition 1 of 100
41275,bmw,BMW 318,blue,07/2021,2021,31900,110,150,Automatic,Diesel,4 l/100 km,126 g/km,34000.0,d Touring*8G Automatik*Leder*34000 Km*
8579,audi,Audi Q3,grey,04/2014,2014,19900,125,170,Automatic,Petrol,,0 g/km,67861.0,2.0 TFSI QUATTRO*3X S-LINE*XENON*NAVI*AHK
19448,audi,Audi A4,silver,09/2020,2020,26840,120,163,Automatic,Diesel,"4,1 l/100 km",108 g/km,64000.0,"35 2.0 TDI Avant Navi, Sitzheizung, Tempomat"
95080,land-rover,Land Rover Discovery,blue,04/2019,2019,45987,225,306,Automatic,Diesel,"7,5 l/100 km",197 g/km,105736.0,3.0 Sd6 HSE
5564,audi,Audi A4,grey,06/2011,2011,6990,88,120,Manual,Petrol,"7,2 l/100 km",171 g/km,133151.0,1.8 TFSI Avant Attraction 'AHK'Alu'Allwetter'
60009,ford,Ford Focus,grey,07/2011,2011,6990,70,95,Manual,Diesel,,- (g/km),220000.0,Titanium
98229,mazda,Mazda 3,grey,07/2014,2014,8800,110,150,Manual,Diesel,"4,1 l/100 km",107 g/km,185000.0,SKYACTIV-D 150 Center-Line
91801,kia,Kia Ceed / cee'd,blue,11/2022,2022,26549,118,160,Automatic,Petrol,"6,1 l/100 km",138 g/km,14.0,Ceed Spirit JBL|ACC|LED|Navi|Rückfahrkamera
88656,kia,Kia Picanto,black,04/2016,2016,8900,49,67,Manual,Petrol,"4,6 l/100 km",- (g/km),67000.0,1.0 Spirit
79489,hyundai,Hyundai i40,white,03/2017,2017,12450,99,135,Manual,Petrol,"6,1 l/100 km",145 g/km,114086.0,Kombi 1.6GDI  Classic Klima 1. Hand PDC
74889,ford,Ford Fiesta,blue,06/2023,2023,20950,74,101,Manual,Petrol,5 l/100 km,114 g/km,10.0,Titanium 1.0 *LED*PDC*KLIMAAUT*ACC*KEYLESS
84062,hyundai,Hyundai TUCSON,white,05/2023,2023,36450,110,150,Automatic,Petrol,"5,7 l/100 km",130 g/km,3500.0,1.6 T-GDi 150PS Blackline LED/NAVI/KAMERA
82217,hyundai,Hyundai i30,black,07/2021,2021,31500,206,280,Automatic,Petrol,,- (g/km),36800.0,2.0 T-GDI DCT N Performance
24184,bmw,BMW 320,grey,06/2002,2002,4200,125,170,Automatic,LPG,"8,9 l/100 km",213 g/km,205222.0,320i
8247,audi,Audi A5,white,09/2013,2013,22299,180,245,Automatic,Diesel,"5,7 l/100 km",- (g/km),152500.0,"Avant 20"" Zoll Gewinde-Fahrwerk Alcantara Pano"
58347,ford,Ford Fusion,blue,10/2006,2006,2500,55,75,Manual,Petrol,"6,5 l/100 km",154 g/km,164000.0,Fun X *TÜV-NEU*
92095,kia,Kia EV6,black,12/2022,2022,62990,430,585,Automatic,Electric,,546 km Reichweite,3800.0,"77,4kw/h GT **585PS, Sofort Verfügbar**"
96080,land-rover,Land Rover Range Rover Velar,black,02/2020,2020,43899,221,300,Automatic,Petrol,"8,2 l/100 km",185 g/km,36400.0,P300 R-Dynamic SE WINTER-PAKET LUFTFEDERUNG 20
92550,kia,Kia,yellow,06/2023,2023,31300,118,160,Automatic,Petrol,"5,3 l/100 km",121 g/km,0.0,"1.5T DCT7 SPIRIT, TECHNIK-LEDER-PAKET, GLASDACH"
17954,audi,Audi A6,silver,07/2019,2019,34950,150,204,Automatic,Diesel,"4,9 l/100 km",129 g/km,50405.0,Avant 40 TDI HuD+ACC+VC+Assistenz+Matrix-LED
34138,bmw,BMW 420,white,12/2015,2015,30000,135,184,Manual,Diesel,"4,8 l/100 km",126 g/km,63000.0,420d Coupe xDrive Sport Line
89768,kia,Kia Sorento,white,07/2018,2018,32950,147,200,Automatic,Diesel,"6,6 l/100 km",174 g/km,44000.0,2.2D | Platinum | AT | GD | AHK
46430,citroen,Citroen C3 Aircross,grey,05/2021,2021,14900,81,110,Manual,Diesel,,- (g/km),67097.0,BlueHDI 110 S&S Feel Pack Navi Apps PDC Temp -38%
76346,ford,Ford Mustang Mach-E,orange,06/2023,2023,73990,258,351,Automatic,Electric,,0 g/km,5.0,AWD 4x4
19847,audi,Audi A1,yellow,09/2021,2021,29490,110,150,Automatic,Petrol,"6,5 l/100 km","148,9 g/km",15000.0,citycarver 35 TFSI PDC SHZ NAVI LED ACC
69446,ford,Ford Mondeo,green,06/2019,2019,29986,121,165,Automatic,Petrol,"6,5 l/100 km",152 g/km,42157.0,"Cool & Connect 1,5l EB *Ganzjahresreifen*  -EU6d-T"
93458,lada,Lada Kalina,orange,05/2017,2017,5990,72,98,Manual,Petrol,"6,7 l/100 km",154 g/km,54000.0,1.6 16V Cross/LPG-AUTOGAS/Klima
65354,ford,Ford S-Max,grey,12/2017,2017,25850,118,160,Manual,Petrol,"6,5 l/100 km",149 g/km,58940.0,"1.5 EcoB.''Titanium''LED-SW,ACC,el.Klappe"
38727,bmw,BMW 420,blue,10/2019,2019,34430,140,190,Automatic,Diesel,5 l/100 km,132 g/km,45800.0,d xDrive Gran Coupé M Sportpaket Head-Up DAB
42705,bmw,BMW 530,white,08/2022,2022,46900,185,252,Automatic,Petrol,"5,8 l/100 km",133 g/km,18800.0,i Tour°M Sport M Heritage Logo°Pano°DAB°HIFI
58462,ford,Ford Focus,silver,07/2006,2006,3490,74,101,Manual,Petrol,"6,7 l/100 km",161 g/km,161000.0,Lim. Fun X/Klima/CD/Rd/E.Fh/ESP
20902,audi,Audi e-tron GT,green,06/2022,2022,99890,350,476,Automatic,Electric,,452 km Reichweite,24950.0,"e-tron GT Matrix Laser LED, Pano, Luft, ACC, Vir"
60507,ford,Ford Fiesta,red,04/2012,2012,3990,60,82,Manual,Petrol,"5,7 l/100 km",135 g/km,220000.0,1.25|KLIMA|5-Trg.|MFL|SHZ|TÜV 07.2023
9393,audi,Audi A3,silver,07/2014,2014,14490,110,150,Manual,Diesel,"3,8 l/100 km",99 g/km,126000.0,Sportback Ambition 2.0 TDI AHK SHZ Navi Xenon PDC
7281,audi,Audi A6,blue,09/2013,2013,20999,230,313,Automatic,Diesel,"6,4 l/100 km",170 g/km,178956.0,Avant 3.0 TDI quattro*S-LINE*BOSE*ACC*
79884,hyundai,Hyundai TUCSON,grey,12/2018,2018,18450,130,177,Automatic,Petrol,"7,2 l/100 km",165 g/km,145000.0,1.6 Trend Automatik EU6d-T Navi Klima PDC
71406,ford,Ford Focus,grey,10/2020,2020,21899,110,150,Automatic,Diesel,,112 g/km,37000.0,FOCUS 2.0 TDCi ACTiVE AUT. *LED*KAMERA*NAVi*SPUR
55285,fiat,Fiat 500C,grey,09/2020,2020,19299,51,69,Automatic,Petrol,,0 g/km,30922.0,1.2 Lounge Dualogic Klima+Allwetter+PDC!
95300,land-rover,Land Rover Range Rover Sport,grey,02/2019,2019,64890,225,306,Automatic,Diesel,"7,5 l/100 km",198 g/km,43745.0,D300 (SDV6) HSE Dynamic
37553,bmw,BMW 118,blue,01/2018,2018,19900,110,150,Manual,Diesel,"4,1 l/100 km",109 g/km,103000.0,d Edition M Sport Shad
812,alfa-romeo,Alfa Romeo Stelvio,black,04/2019,2019,38700,206,280,Automatic,Petrol,8 l/100 km,184 g/km,26000.0,2.0 Turbo 16V AT8-Q4 B-Tech full opt
80066,hyundai,Hyundai i10,black,12/2018,2018,9900,49,67,Manual,Petrol,"5,1 l/100 km",117 g/km,46000.0,Select
54727,fiat,Fiat Tipo,grey,12/2019,2019,19990,88,120,Automatic,Diesel,,- (g/km),50500.0,Kombi 1.6 Lounge  XENON NAVI KAMERA PDC DAB
56417,fiat,Fiat Tipo,red,09/2022,2022,20480,74,101,Manual,Petrol,"5,4 l/100 km",124 g/km,6130.0,"Cross RED UVP 27.170 Euro Klimaautomatik, Conve..."
29889,bmw,BMW 325,orange,09/2011,2011,9950,150,204,Automatic,Diesel,"6,2 l/100 km",163 g/km,178000.0,D Touring Automatik Navi Xenon Klima Tempomat
52112,ferrari,Ferrari F430,red,09/2009,2009,124980,357,485,Automatic,Petrol,,- (g/km),41980.0,*Keramik*Carbon*PDC*SHZ*Sammlerhand!
59307,ford,Ford Fiesta,red,11/2009,2009,5500,60,82,Manual,Petrol,"5,6 l/100 km",- (g/km),100000.0,Fiesta 1.25 Trend
46194,citroen,Citroen Berlingo,white,03/2020,2020,24300,96,131,Automatic,Diesel,"4,1 l/100 km",- (g/km),56000.0,Berlingo M BlueHDi 130 EAT8 SHINE
25865,bmw,BMW 320,black,02/2006,2006,2750,110,150,Manual,Petrol,"7,6 l/100 km",182 g/km,168709.0,i Touring (E91) Händler Export
21262,audi,Audi Q3,silver,07/2022,2022,43940,110,150,Automatic,Petrol,"5,8 l/100 km",133 g/km,2881.0,35 TFSI S-tronic advanced AHK/Optik-Schwarz
28102,bmw,BMW X1,brown,09/2010,2010,8900,105,143,Manual,Diesel,"5,2 l/100 km",136 g/km,182691.0,sDrive 18d X-LINE *AHK|SHZ|XENON*
85100,jaguar,Jaguar F-Pace,black,06/2019,2019,44987,221,300,Automatic,Diesel,"6,3 l/100 km",166 g/km,43750.0,30d AWD R-Sport
12091,audi,Audi Q5,black,03/2016,2016,20990,190,258,Automatic,Diesel,"6,3 l/100 km",167 g/km,157000.0,3.0 TDI quattro Tiptronic / XENON
37137,bmw,BMW 540,white,05/2017,2017,39399,250,340,Automatic,Petrol,"6,9 l/100 km",159 g/km,99000.0,i xDrive M Sport *Business-Paket*MwSt*TÜV*
78920,hyundai,Hyundai TUCSON,silver,09/2016,2016,18000,130,177,Automatic,Petrol,"7,5 l/100 km",175 g/km,96500.0,1.6 Turbo 4WD DCT Style
97642,maserati,Maserati Levante,black,12/2021,2021,85442,257,349,Automatic,Petrol,"11,4 l/100 km",258 g/km,13664.0,GranSport (350PS) AHK/Bowers&Wilkens/PGD/Nerissimo
90015,kia,Kia Sportage,blue,03/2019,2019,24950,100,136,Automatic,Diesel,"5,1 l/100 km",133 g/km,55625.0,Vision 4WD Automatik
9858,audi,Audi A4,blue,07/2015,2015,26950,110,150,Manual,Diesel,"4,6 l/100 km",119 g/km,161000.0,Avant 2.0 TDI quattro DPF clean diesel Attraction
93566,lada,Lada Niva,green,02/2023,2023,21445,61,83,Manual,Petrol,"9,5 l/100 km",261 g/km,100.0,LEGEND 4x4 CAMOUFLAGE+AC+SITZHEIZUNG+LAGER+
89593,kia,Kia Ceed / cee'd,black,06/2018,2018,22370,150,204,Manual,Petrol,"6,8 l/100 km",155 g/km,75337.0,1.6 T-GDI OPF GT KAMERA NAVI SITZHEIZUNG
3619,audi,Audi A3,blue,11/2008,2008,11390,118,160,Automatic,Petrol,"6,7 l/100 km",156 g/km,114000.0,Cabriolet 1.8 TFSI Automatik Sondermodell
41551,bmw,BMW X3,grey,05/2021,2021,45320,210,286,Automatic,Diesel,"5,2 l/100 km",137 g/km,70638.0,xDrive30d M Sport //AHK/ACC/Leder/Head Up/ Standhe
22197,audi,Audi SQ8,grey,03/2023,2023,108990,373,507,Automatic,Petrol,"12,5 l/100 km",283 g/km,2500.0,Standheizung Panorama HUD AHK Sitzlüftung Klima
60456,ford,Ford C-Max,grey,05/2012,2012,9999,110,150,Manual,Petrol,"6,2 l/100 km",- (g/km),199000.0,1.6 EcoBoost Start-Stop-System Titanium
86955,jeep,Jeep Renegade,brown,06/2022,2022,30990,132,179,Automatic,Hybrid,2 l/100 km,46 g/km,16300.0,PHEV MY22 + S
79420,hyundai,Hyundai i30,black,12/2017,2017,16440,103,140,Manual,Petrol,"5,5 l/100 km",129 g/km,62000.0,"Kombi 1.4 T-GDI Family+ 2.Hd.!!Navi, Kamera!!Top!"
53041,fiat,Fiat 500,black,11/2011,2011,8990,51,69,Manual,Petrol,"5,1 l/100 km",119 g/km,150000.0,1.2 8V by Gucci *Original Gucci Edition*
66658,ford,Ford EcoSport,beige,06/2018,2018,16900,103,140,Manual,Petrol,"5,3 l/100 km",119 g/km,83000.0,Titanium 1.0 EcoBoost
18168,audi,Audi A5,white,03/2019,2019,37991,210,286,Automatic,Diesel,"6,9 l/100 km",182 g/km,31275.0,Sportback 50 TDI qu. Tiptro. 2x S-Line*LED*HUD*Nav
94859,land-rover,Land Rover Range Rover Evoque,black,01/2018,2018,29999,132,179,Automatic,Diesel,,- (g/km),70000.0,TD4 Aut. SE Dynamic
62842,ford,Ford Kuga,grey,04/2015,2015,13950,110,150,Manual,Diesel,"5,2 l/100 km",138 g/km,78523.0,Sync Edition -/ VFW. 4x4
39762,bmw,BMW 550,silver,09/2019,2019,46480,294,400,Automatic,Diesel,"6,5 l/100 km",172 g/km,110687.0,M550d xDrive Touring Head-Up HK HiFi LED WLAN
68030,ford,Ford Focus,silver,12/2018,2018,16990,92,125,Manual,Petrol,"4,8 l/100 km",114 g/km,65200.0,Turnier COOL & CONNECT NAVI WinterPaket CAM PDC
44208,citroen,Citroen Jumpy,grey,07/2014,2014,18500,120,163,Automatic,Diesel,,- (g/km),188216.0,HDi 165 FAP L2 Multispace Navi TÜV NEU
98021,mazda,Mazda MX-5,red,04/2011,2011,6990,93,126,Manual,Petrol,"7,3 l/100 km",174 g/km,79975.0,1.8 RC BOSE*LEDER*BLUETOOTH*SHZ*PDC
86234,jeep,Jeep Compass,blue,07/2018,2018,19990,88,120,Manual,Diesel,"4,4 l/100 km",117 g/km,75700.0,Longitude FWD*NAVI*SHZ*PDC*MFL*USB*TOUCH
60416,ford,Ford Ka/Ka+,blue,04/2012,2012,4500,51,69,Manual,Petrol,"4,9 l/100 km",115 g/km,93000.0,Ka 1.2 Start-Stopp-System Champions Edition
30277,bmw,BMW 118,black,02/2012,2012,8950,125,170,Manual,Petrol,"5,7 l/100 km",- (g/km),102900.0,118i
44530,citroen,Citroen C4,blue,11/2016,2016,20890,110,150,Automatic,Diesel,"4,3 l/100 km",112 g/km,55100.0,Grand Picasso 2.0 BlueHDi 7-Sitzer l Kamera l ACC
46709,citroen,Citroen C3 Aircross,white,12/2021,2021,19900,81,110,Manual,Petrol,6 l/100 km,137 g/km,1500.0,PureTech 110 Stop & Start OPF LIVE
444,alfa-romeo,Alfa Romeo Giulietta,black,12/2012,2012,12000,125,170,Manual,Petrol,"5,5 l/100 km",- (g/km),30000.0,Giulietta 1.4 TB 16V Multiair Turismo
23190,bentley,Bentley Flying Spur,green,06/2020,2020,192850,467,635,Automatic,Petrol,,- (g/km),93600.0,"| First Edition NAIM 22"""
52475,ferrari,Ferrari 812,black,07/2021,2021,499800,588,799,Automatic,Petrol,,- (g/km),3100.0,GTS   ***Ferrari Frankfurt***
49414,dacia,Dacia Sandero,black,03/2019,2019,13990,66,90,Manual,LPG,"5,5 l/100 km",126 g/km,33000.0,II Stepway*Comfort *LPG*Navi*Kamera*PDC
44060,citroen,Citroen C4,grey,06/2013,2013,12499,85,116,Manual,Diesel,4 l/100 km,105 g/km,114900.0,e-HDi 115 Intensive NAVI+SHZ+KAMERA+PDC+BLUETOOTH
90368,kia,Kia ProCeed / pro_cee'd,black,03/2019,2019,19990,150,204,Automatic,Petrol,"6,2 l/100 km",142 g/km,146300.0,pro cee'd / ProCee*GT* 1 Hand* Top
53381,fiat,Fiat 500C,white,09/2014,2014,8250,51,69,Manual,Petrol,"5,1 l/100 km",- (g/km),69970.0,250  3Seiten Kipper/Anhänger/Klima
23633,bmw,BMW 328,blue,05/1999,1999,12390,142,193,Manual,Petrol,,- (g/km),260000.0,*M - PAKET **KLIMA*LEDER**E -VERDECK*
38991,bmw,BMW M850,grey,04/2019,2019,78989,390,530,Automatic,Petrol,"9,7 l/100 km",221 g/km,18766.0,i xD M OpenAir|Innovation|Carbon|B&W|HuD
84823,jaguar,Jaguar XF,white,02/2018,2018,23490,177,241,Automatic,Diesel,"5,8 l/100 km",153 g/km,158400.0,SPORTBRAKE 25d AWD R-Sport Panorama Navi Soundsyst
7326,audi,Audi Q5,blue,05/2013,2013,21440,132,179,Manual,Petrol,"7,5 l/100 km",178 g/km,92000.0,2.0TFSI qu AHK Pano Xenon plus Sitzh Klimaaut
81519,hyundai,Hyundai i30,blue,01/2020,2020,18660,88,120,Manual,Petrol,"5,5 l/100 km",126 g/km,27335.0,"YES! Plus *LED,NAVI, ALU- Winterreifen"
86405,jeep,Jeep Compass,grey,11/2019,2019,25900,125,170,Automatic,Petrol,"8,3 l/100 km",- (g/km),43391.0,Compass 1.4 MultiAir Active Drive Automatik Limite
52444,ferrari,Ferrari Portofino,grey,06/2021,2021,279900,456,620,Automatic,Petrol,"10,3 l/100 km",235 g/km,2850.0,M
28881,bmw,BMW X1,blue,12/2011,2011,13399,110,150,Automatic,Petrol,"8,4 l/100 km",195 g/km,114000.0,Baureihe X1 sDrive 18i
92524,kia,Kia Stonic,blue,02/2023,2023,24990,88,120,Manual,Petrol,"4,7 l/100 km",129 g/km,10.0,1.0 T-GDI 120 48V Platinum GD induk.
20777,audi,Audi A1,yellow,06/2022,2022,20940,70,95,Manual,Petrol,"5,7 l/100 km",129 g/km,9287.0,A1 Allstreet 25 TFSI SOUND SITZH PDC+ SMART-INT.
16327,audi,Audi Q2,white,07/2018,2018,27880,85,116,Manual,Diesel,"4,4 l/100 km",114 g/km,46500.0,design*Panorama*Leder*VirCockpit*DriveSelect*
15881,audi,Audi A3,silver,05/2018,2018,27500,140,190,Automatic,Petrol,6 l/100 km,137 g/km,20761.0,Sportback quattro sport SH-AHK-Assistenz-Park
40549,bmw,BMW X3,black,03/2020,2020,34850,135,184,Automatic,Petrol,"7,2 l/100 km",163 g/km,45135.0,xDrive 20 i Park-Assi LED Navi digitales Cockpit
34205,bmw,BMW Z4,white,04/2015,2015,22900,115,156,Manual,Petrol,"6,8 l/100 km",161 g/km,61000.0,Baureihe Z4 Roadster sDrive 18i
3403,audi,Audi Q7,black,12/2007,2007,11500,240,326,Automatic,Diesel,"11,1 l/100 km",294 g/km,287255.0,4.2 TDI DPF quattro tiptronic
45157,citroen,Citroen DS3,white,09/2018,2018,14749,96,131,Manual,Petrol,,- (g/km),83455.0,SPORTCHIC PT130 Navi PDC
65528,ford,Ford Galaxy,grey,10/2017,2017,16890,110,150,Automatic,Diesel,"5,4 l/100 km",139 g/km,174000.0,2.0 TDCI Trend Aut. 7 Sitzer PDC
7926,audi,Audi A4,black,05/2013,2013,14700,125,170,Manual,Petrol,"6,1 l/100 km",145 g/km,127746.0,"Attraction Avant (8K5),ALU,NAVI,XENON,TEMPOMAT"
11276,audi,Audi A1,blue,12/2016,2016,15990,92,125,Manual,Petrol,"5,2 l/100 km",123 g/km,39810.0,Sportback*Sitzh*Bluetth*Tempomat*EPH*Armlehne
70191,ford,Ford Fiesta,silver,06/2019,2019,17999,147,200,Manual,Petrol,,132 g/km,23500.0,"1,5 EcoBoost ST VOLL LED  NAVI TÜV NEU"
32319,bmw,BMW X5,grey,08/2014,2014,29499,190,258,Automatic,Diesel,"5,9 l/100 km",162 g/km,100000.0,30d xD*NAVI-PROF*PANO*HEAD-UP*KEY-GO*LED*KAM
16986,audi,Audi Q5,grey,07/2019,2019,37799,140,190,Automatic,Diesel,"5,6 l/100 km",149 g/km,26046.0,40 TDI Stronic quattro+MMI-Navi+virtual+App+Xenon
93430,lada,Lada Granta,bronze,06/2015,2015,3999,64,87,Manual,Petrol,"6,6 l/100 km",- (g/km),62000.0,"1,6 Servo ABS ZV EFensterheber Alu AHK  WinTÜV Ne"
70863,ford,Ford Focus,blue,07/2020,2020,22890,110,150,Manual,Petrol,5 l/100 km,114 g/km,52193.0,"Turnier ST-Line, *LED*ACC*RFK*TechPa*5JGA"
15815,audi,Audi A3,black,09/2018,2018,21750,135,184,Automatic,Diesel,"5,1 l/100 km",133 g/km,77540.0,Sportb. 2.0 TDI Quattro S-Tr. Sport NAVI+XEN+
43961,citroen,Citroen Berlingo,grey,10/2012,2012,10990,68,92,Automatic,Diesel,5 l/100 km,133 g/km,74000.0,"Selection Kombi Aut.,mit erst 74000KM,AHK,PDC..."
89042,kia,Kia Carens,black,07/2017,2017,17550,122,166,Automatic,Petrol,"7,8 l/100 km",182 g/km,106470.0,Spirit
15435,audi,Audi A3,red,06/2018,2018,27950,140,190,Automatic,Petrol,6 l/100 km,137 g/km,82000.0,2.0 TFSI Quattro Sportback B&O ACC Carbon SHZ
76886,honda,Honda Civic,black,10/2019,2019,18869,134,182,Manual,Petrol,"5,8 l/100 km",133 g/km,46500.0,1.5 Sport Plus Lim. 5-trg. (FK)
92349,kia,Kia Sorento,white,12/2022,2022,59790,195,265,Automatic,Hybrid,"1,6 l/100 km",36 g/km,50.0,1.6 T-GDI PHEV Platinum Panoramadach
64193,ford,Ford EcoSport,black,09/2016,2016,12500,92,125,Manual,Petrol,"5,3 l/100 km",125 g/km,38474.0,1.0 EcoBoost TREND
52894,fiat,Fiat 500,white,10/2009,2009,5200,51,69,Manual,Petrol,"5,1 l/100 km",117 g/km,103500.0,1.2
26516,bmw,BMW 116,silver,07/2007,2007,3900,85,116,Manual,Petrol,,- (g/km),224000.0,i *5-Türig/Klima/PDC/Sitzheizung*
31553,bmw,BMW X1,black,03/2013,2013,14990,135,184,Automatic,Diesel,"5,5 l/100 km",146 g/km,158000.0,320d Aut. Luxury Line mit M Paket
63850,ford,Ford Kuga,grey,09/2016,2016,17790,110,150,Manual,Diesel,"5,2 l/100 km",135 g/km,56610.0,Kuga 2.0 TDCi 4x4 Titanium Teilleder Navi 18`-LM
88541,kia,Kia Sportage,black,04/2016,2016,14890,99,135,Manual,Petrol,"6,8 l/100 km",161 g/km,94842.0,1.6 GDI 2WD DREAMTEAM+SITZHEIZUNG VO.&HI.+TEMPOMAT
98424,mazda,Mazda 6,silver,06/2015,2015,14990,110,150,Manual,Diesel,5 l/100 km,133 g/km,116500.0,Kombi Exclusive-Line AWD Navi Totewi. ALU TÜV
